"기업 45%, 상반기 비대면 채용…절반 이상 ""하반기도 도입""","신종 코로나바이러스 감염증(코로나19) 여파로 절반에 가까운 기업이 비대면 채용을 도입한 것으로 나타났다. 27일 취업포털 인크루트에 따르면 기업 인사담당자 224명을 대상으로 조사한 결과 44.9%가 상반기 언택트(비대면) 채용을 진행했다고 답했다. 도입한 전형은 화상 면접(38.2%), 온라인 필기전형(34.4%), 영상평가(9.9%) 등이었다. 기업의 52.6%는 비대면 채용을 긍정적으로 평가했고, 부정적으로 평가한 기업은 전체의 6.5%에 그쳤다. 비대면 채용을 좋게 보는 이유는 감염 우려가 없고(24.5%), 신속하며(22.2%), 비용도 줄일 수 있기 때문(17.9%)으로 조사됐다. 전체의 57.3%는 하반기 비대면 채용을 진행한다는 계획이었고, 이들 가운데 71.7%는 코로나 안정화 이후에도 비대면 채용을 유지한다고 답했다."
서울 강남구 스마트도시위원회 출범…민간전문가 16명 참여,"서울 강남구는 27일 안준호 부구청장을 위원장으로 하는 스마트도시위원회를 출범한다고 밝혔다. 민간 전문가 16명과 구청 공무원 7명으로 꾸려진 위원회는 앞으로 2년간 스마트도시 정책 수립과 실행 과정에 자문 역할을 한다. 민간에서 황찬규 서울벤처대학원대학교 교수와 오순영 한글과컴퓨터 최고기술책임자(CTO) 등 스마트도시 전문가들이 참여한다. 구는 이날 위원회 출범식을 하고 스마트도시 종합계획과 부서별 관련 사업을 논의한다. 강남구는 지난 7월 '스마트도시과'를 신설하고 시민 상대 디지털 교육, 사물인터넷 플랫폼 구축 등 사업을 벌이고 있다."
울산 스마트 하수 인프라 구축 본격화…방어진시설 증설,"울산 방어진 하수처리 시절 증설 등 울산 스마트 하수처리 기반 구축 사업이 본격화한다. 울산시는 27일 동구 미포산업로 방어진 수질개선사업소에서 '방어진 하수처리시설 증설사업 기공식'을 연다. 방어진 하수처리시설은 하루 시설 용량 10만t으로 2005년 8월 준공됐으나 인접한 북구 일부 지역 도시개발이 빠르게 진행돼 시설 증량이 불가피하다. 시는 국·시비 총 584억원을 투입해 하수처리 용량을 하루 14만t까지 늘릴 계획이다. 시는 이 시절 증설을 포함해 공공 하수처리 체계를 객관적인 데이터 기반 운영 방식으로 전환하는 '스마트 하수 인프라 구축사업'을 추진한다. 공공하수처리장 운영에 빅데이터, 사물인터넷(IoT), 인공지능(AI) 등 지능형 기술을 적용하는 것이다. 주요 사업은 회야하수처리장 지능화, 하수관망 블록화, 하수처리장 확충(신설 1곳, 증설 5곳, 개량 1곳), 노후 하수관로 정비 등이다. 시는 이를 위해 2026년까지 5천135억원을 투입하며 고용 유발 효과 4천800명, 경제 유발 효과 1조1천600억원을 예상했다. 송철호 시장은 ""스마트 하수 인프라 구축이 완료되면 하수처리 비용 절감과 안정적인 수질 관리로 시민 주거 환경이 크게 개선될 것이다""고 말했다."
"화웨이, 2분기 스마트폰 이어 웨어러블도 1위…샤오미·애플順","화웨이가 2분기 스마트폰에 이어 웨어러블 시장에서도 1위를 차지했다. 27일 시장조사업체 스트래티지 애널리틱스(SA)에 따르면 화웨이는 2분기 스마트워치·피트니스밴드를 중심으로 한 전 세계 웨어러블 시장(무선이어폰 제외)에서 21%의 점유율로 1위를 기록했다. 화웨이가 웨어러블 시장 1위를 기록한 것은 이번 분기가 처음이다. 올해 2분기 스마트폰 시장에서 삼성전자를 꺾고 '반짝' 1위를 차지한 것과 마찬가지다. 화웨이는 웨어러블 시장에서 작년 4분기 처음 3위로 올라섰고, 올해 1분기에는 애플과 같은 수치의 점유율(15%)로 2위였다. SA는 ""화웨이는 새로 출시한 화웨이워치 GT 모델과 화웨이 토크밴드 라인이 중국에서 특별히 인기를 끌면서 1위를 차지했다""며 ""서구와 달리 자국인 중국에서 신종 코로나바이러스 감염증(코로나19)가 안정화한 영향을 받았다""고 설명했다. 직전 분기 1위였던 샤오미는 17% 점유율로 2위, 2위였던 애플은 17%의 점유율로 소수점 단위의 극소수의 차이로 3위로 떨어졌다. 양사 모두 직전 분기보다는 점유율이 약 1%포인트 올랐다. 샤오미는 저가의 미 밴드를 중심으로 인기를 끈 탓에 평균판매가격이 25달러(약 3만원)에 그쳤다.  애플은 고가 스마트워치 '애플워치'를 중심으로 판매하고 피트니스밴드, 기본 워치, 스마트글래스, VR 헤드셋 등 다른 웨어러블 제품이 없다. 반면 웨어러블 시장에서 삼성전자 점유율은 1분기 5.5%에서 2분기 3.8%로 떨어졌다. 삼성전자는 신규 웨어러블 제품인 갤럭시워치3과 갤럭시 버즈 라이브로 점유율을 올린다는 전략이다.  삼성전자에 따르면 갤럭시워치3은 6일 출시 이후 국내에서 현재까지 약 6만대가 팔렸고, 갤럭시 버즈 라이브는 약 30만대가 팔렸다. 두 제품 모두 전작의 같은 기간 판매량 대비 3배 수준을 기록했다.  2분기 글로벌 웨어러블 시장 규모는 3천900만대로, 작년 동기보다 4% 성장했다."
"낙동강생물자원관, 국내에 기록 없던 담수선형동물 9종 발굴","환경부 산하 국립낙동강생물자원관은 2018년부터 최근까지 한강·금강·낙동강에서 국내 미개척 분류군인 자유생활성 담수 선형동물 미기록종 9종을 발굴했다고 27일 밝혔다. 자유생활성 담수 선형동물은 담수에서 독립적으로 생활하는 몸길이가 1㎜에 불과한 작은 벌레로, 보통 선충(線蟲)이라 불린다. 낙동강생물자원관 연구진은 자유생활성 담수 선형동물의 머리 부분·생식기관·꼬리 등 미세구조를 광학현미경으로 관찰하고, 유전자 정보를 분석해 최종적으로 국내 미기록종임을 확인했다. 이번에 확인된 담수 선형동물 9종은 감공선충속 2종, 토브리러스선충속 1종, 도리라이모이데수선충속 2종, 니고라이무스선충속 4종이다. 자유생활성 담수 선형동물은 독성 연구 및 생태계 평가에 쓰이는 등 다양한 연구에 활용도가 높은 분류군이다. 정남일 국립낙동강생물자원관 동식물연구실장은 ""자유생활성 담수 선형동물의 정보는 담수 생태계를 보전·관리하기 위한 중요한 기초자료""라며 ""앞으로 국내에 서식하는 자유생활성 담수 선형동물에 대한 연구를 확장하고 생물지표종으로 활용 가치를 높이겠다""고 밝혔다."
"대형마트도 라이브 커머스…롯데마트 ""MZ세대 유치 노력""","신종 코로나바이러스 감염증(코로나19) 확산으로 비대면 소비가 대세로 떠오른 가운데 대형마트도 라이브 커머스에 나선다. 롯데마트는 라이브 커머스 전문 애플리케이션(앱)인 '그립'을 통해 라이브 커머스를 본격적으로 시작한다고 27일 밝혔다. 롯데마트는 동영상 콘텐츠에 친숙하고 단순한 구매보다는 재미와 경험을 원하는 일명 'MZ세대' 고객을 유치하기 위해 라이브 커머스에 진출했다고 설명했다.  MZ세대는 1980∼2000년생을 이르는 '밀레니얼 세대'와 1995∼2004년생인 'Z세대'의 합성어다.  롯데마트는 앞서 지난달 22일 그립에서 자체브랜드(PB) 상품인 '마시고 바르는 콜라겐'을 시범 판매한 결과 2천여명이 방송을 지켜봤고 방송 1시간 만에 주간 판매량을 달성했다고 전했다. 이에 따라 롯데마트는 직매입 상품과 PB상품을 중심으로 9월부터 매주 한 차례씩 상품기획자가 직접 상품에 대한 질문에 실시간으로 답변하고 소통하는 라이브 방송을 하고 마진을 최소화한 라이브 커머스 전용 세트 등을 만들어 판매할 계획이다. 롯데마트는 이 밖에도 롯데마트몰 앱을 이용해 매장에서 상품을 스캔하고 주문, 결제하고 배송은 집으로 받아보는 QR코드 쇼핑과 카트 안에 설치된 리더기를 통해 계산대를 통과하지 않아도 카트 자체에서 결제가 가능한 '스마트 카트'를 도입하는 등 MZ세대를 끌어들이기 위한 시도를 하고 있다. 이상현 롯데마트 빅데이터 팀장은 ""최근 대형마트에 10∼30대 고객이 늘어나고 있다""면서 ""전통 유통 채널인 대형마트도 젊은 세대에게 매력적인 쇼핑 공간으로 자리매김하기 위해 노력할 것""이라고 말했다."
"""시민 99%, 국내 디지털 성범죄 처벌은 솜방망이 수준""","텔레그램 'n번방 사건' 등 디지털성범죄 처벌 수위에 대해 거의 모든 시민이 솜방망이 처벌이라고 생각하는 것으로 나타났다. n번방 사건을 처음 폭로한 대학생 취재팀 '추적단 불꽃'과 n번방의 성 착취 폐해를 모니터링하고 알려온 '프로젝트 리셋'은 지난 6∼8월 10∼60대 시민 7천509명을 대상으로 국내 디지털성범죄 양형 기준에 관한 설문조사를 한 결과 이같이 나왔다고 27일 밝혔다. 먼저 응답자의 99.8％가 디지털 성범죄 처벌 수준이 솜방망이라는데 동의했다.  이어 솜방망이 처벌의 주요 책임을 묻는 질문에는 96.5％(중복응답)가 판사라고 답해 가장 많았고 이어 검찰과 경찰(84.5％), 국회의원(74.2％) 등의 순이었다. 또 응답자 98.8％는 '사법부가 디지털 성범죄를 진지하게 여기고 있지 않다'는데 공감했고, 91.4％는 디지털 성범죄 사건에 양형 자문단이 필요하다는 입장을 보였다.  디지털 성범죄를 줄이기 위해 대법원 양형위원회나 사법부에서 해야 할 일을 묻는 문항에는 53.8％가 '가중처벌'과 '형량강화'를 꼽았다. 디지털 성범죄의 유형별 적절 형량에 대해서는 아동·청소년을 이용한 음란물 제작·유포 등의 경우 최소 징역 7년, 카메라 등을 이용한 촬영범죄는 최소 징역 6년, 텔레그램 등 통신매체를 이용한 음란범죄는 최소 징역 5년이 적절하다고 각각 응답했다. 추적단 불꽃과 리셋은 이 설문조사 결과를 이날 오전 대법원 양형위원회에 전달할 예정이다.(서울=연합뉴스) 김영은 "
"국세청, 넷플릭스 한국법인 세무조사 착수","온라인동영상서비스(OTT) 시장의 글로벌 '공룡'이자 국내 시장 1위인 넷플릭스가 조세 회피 혐의로 국세청 세무조사를 받게 됐다. 26일 IT 업계에 따르면 국세청은 이날 서울 종로구 넷플릭스서비시스코리아 사무실을 찾아 세무조사에 착수했다. 국세청은 미국에 본사를 둔 넷플릭스가 조세 회피를 했는지를 들여다보고 있다. 넷플릭스 한국법인은 미국 본사에 경영자문료를 지급하는 식으로 세금을 회피하면서 국내 수입을 해외로 이전한 혐의를 받는 것으로 알려졌다. 본사가 특별한 경영자문을 하지 않았는데도 국내 자회사가 거액의 자문료를 지급하고 적자를 냄으로써 법인세를 납부하지 않고 국내 수익을 미국 본사에 안겼다는 것이다. 이번 조사와 관련해 넷플릭스 관계자는 ""오늘 국세청이 넷플릭스 서울 사무실을 방문했으며, 당국의 요청에 성심껏 협조했다""고 말했다. "
"카카오게임즈 내달 코스닥 입성…""글로벌 종합 게임사로 도약""","하반기 기업공개(IPO) 시장의 기대주로 꼽히는 카카오게임즈가 내달 코스닥시장에 입성한다. 남궁훈 카카오게임즈 대표는 26일 열린 온라인 IPO 간담회에서 ""이번 코스닥 상장을 계기로 글로벌 종합 게임사로 거듭나겠다""고 말했다. 카카오게임즈는 지난 2016년 4월 출범한 카카오의 게임 전문 자회사로, 지난 6월 말 현재 카카오가 지분의 58.96%를 보유하고 있다. 월간 이용자 수(MAU)가 4천500만명에 달하는 '국민 메신저' 카카오톡을 마케팅 플랫폼으로 활용한다는 점이 이 회사의 가장 큰 특징이다. 카카오톡과 대형 포털 사이트 다음 등의 플랫폼을 통해 구매력이 높은 이용자군을 확보하고, 누적된 이용자 데이터베이스를 활용해 개별 게임에 걸맞은 타깃팅(목표) 광고를 제공하는 방식이다. 카카오게임즈는 이를 바탕으로 '카카오 배틀그라운드', '패스 오브 엑자일, '달빛조각사'', '프렌즈타운' 등 다양한 장르의 PC·모바일 게임을 서비스하고 있다. 나아가 '리니지', '바람의 나라' 등의 개발자로 유명한 송재경 대표가 이끄는 게임개발사 엑스엘게임즈를 인수하면서 자체적으로 게임을 개발할 수 있는 역량을 확보해나가고 있다고 회사 측은 강조했다. 결국 플랫폼과 퍼블리싱(유통·서비스), 게임 개발을 아우르는 종합 게임사로 거듭나겠다는 것이 카카오게임즈의 포부다. 남궁훈 대표는 이날 간담회에서 ""카카오게임즈는 국내 게임사로 유일하게 모바일 및 PC 온라인을 아우르는 막강한 플랫폼을 보유하고 퍼블리싱·개발력을 포함한 밸류체인(가치사슬)을 완성하며 탄탄한 게임 기업으로 성장해왔다""고 말했다. 이어 ""오는 2021년까지 PC 온라인 게임 '엘리온'과 모바일 게임 '오딘' 등 10개 이상의 신작 라인업을 발표하고 적극적인 해외 시장 공략을 통해 지속적인 성장을 이어가겠다""며 포부를 밝혔다. 상장 이후에는 게임 개발사의 추가 인수·합병(M&A)에도 적극적으로 나설 예정이다. 특히 퍼블리싱을 할 때 개발사에 투자를 병행하는 방식으로 자체 개발 게임을 늘려가겠다는 것이 카카오게임즈의 전략이다. 카카오게임즈의 지난해 연결기준 매출액은 3천910억원, 영업이익은 350억원이었다. 올해 상반기 기준 영업이익은 287억원으로 작년 동기 대비 63.7% 증가했다. 총 공모 주식 수는 1천600만주로, 공모 희망가 범위는 2만∼2만4천원이다. 희망가 기준 공모 금액은 3천200억∼3천840억원 규모다. 공모 금액은 개발력 강화와 신규 IP 라인업 확보 등에 활용될 예정이다. 카카오게임즈는 이날부터 이틀간 기관 투자자 대상 수요예측을 통해 공모가를 확정한 뒤 내달 1∼2일 청약을 진행한다. 주관사는 한국투자증권과 삼성증권이 맡았다."
"227만 구독 유명 유튜버, 1년 전 성폭행 공개되자 뒤늦게 해명","구독자 수가 227만명에 이르는 유명 유튜버가 지난해 성폭행을 시도해 검찰 처분까지 받은 것으로 뒤늦게 드러났다. 한 외국인 여성은 지난 23일 모바일 동영상 공유 앱 '틱톡(TikTok)'에 '잠을 자고 있는 사이에 '무슬림 유튜버' 김모(29)씨가 나를 강간하려 했다'며 당시 상황을 촬영한 영상을 올렸다. 영상이 퍼지면서 논란이 커지자 김씨는 이틀 뒤 자신의 유튜브 채널에 해명 영상을 올렸다. 그는 영상에서 ""지난해 6월 27일 술에 너무 취해 홍대 클럽에서 만난 여성의 숙소로 갔고 이야기를 나누다 잠들었는데 일어나보니 여성이 나를 향해 소리를 지르고 있었다""며 ""처음에는 (성폭행을) 하지 않았다고 생각했지만 이후 (피해자) 여성의 말을 듣고 잘못됐음을 느끼고 죄책감을 느껴 직접 만나 사과도 했다""고 밝혔다. 그는 영상에서 경찰에 제출했던 피해자와의 합의 및 신고(고소) 취하서를 제시하며 피해자가 자신의 사과를 받아들이고 합의해 고소를 취하했다는 취지로 주장했다. 하지만 경찰 관계자는 ""성범죄는 반의사 불벌죄가 아니기 때문에 합의한다고 해도 형사처벌은 가능하다""며 ""피해자가 고소를 취하했지만 수사 결과에 따라 범죄 사실이 인정된다고 판단했다""고 밝혔다. 경찰은 김씨를 유사강간 혐의로 지난해 8월 서부지검에 기소의견을 달아 송치했으나 서부지검은 기소유예 처분을 내렸다. 서부지검 관계자는 ""합의가 된 상태에서 피해자가 처벌을 원하지 않은 상황을 참작했다""고 기소유예 이유를 밝혔다."
"2045년 미래상은…""태풍 조절하고 노화장기는 새것으로 교체…""","""치아와 뼈, 피부, 혈액, 장기까지 노화되거나 손상되면 새것으로 교체한다. 우주왕복 유인비행기로 서울-뉴욕을 2시간 안에 주파한다. 태풍을 약화시키거나 진로를 변경시키는 등 혁신적인 기상기후 조절이 가능해진다."" 국가과학기술자문회의가 26일 제12회 심의회의를 열어 심의 의결한 '과학기술 미래 전략 2045'이 제시한 '2045년 한국 미래상'의 일부분이다.  자문회의는 염한웅 부의장(포스텍 교수) 주재로 열린 이 날 회의에서 지난해 4월 산학연 전문가 20명으로 구성한 '2045 미래전략위원회'와 2개 실무 분과위원회가 대국민 설문조사와 전문가 자문 등을 통해 마련한 '2045 미래전략안'을 확정해 공개했다. 전략안은 2045년 대한민국의 미래상을 설정하고 과학기술이 해결해야 할 '도전과제'와 과학기술 혁신역량을 확충하기 위한 중장기적 '정책방향'을 도출했다.  2045년이라는 불확실성이 큰 미래를 예측하는 만큼 정부는 특정 기술에 초점을 맞추기보다 8개 도전 과제의 방향성을 제시하고, 각 연구 주체가 기술적 요소를 찾아가도록 하는 접근법을 설정했다. 2045년 미래상에 제시된 예시 기술은 제6차 과학기술예측조사(2021∼2045)를 통해 구체화할 예정이다.  정부는 기후변화에 대응하기 위해 친환경 에너지와 탄소 포집·저장·자원화로 온난화 속도를 늦추고, 기후 예측 모델 등을 개발할 계획이다.  인공지능(AI) 재난로봇 등을 개발해 화재·해상사고·방사능 유출 시 인명구조와 사고현장 복구를 수행할 수 있도록 한다. 폐기물로 인한 환경오염에 대처하기 위해 플라스틱 대체 신소재를 개발해 '제로 플라스틱' 사회를 구현한다는 구상도 담겼다. 유전자를 원하는 대로 고치고 줄기세포 치료로 난치병을 극복하거나 초소형 로봇으로 질병을 예방하는 예방의료도 강화한다.  노화 없는 삶을 실현하기 위해 신체에 부착·착용·삽입하는 신체증강 장비와 인공장기·조직·뼈 등 인체 모방 설계 기술도 강화한다. AI 반도체·알고리즘·양자컴퓨팅 등 기술을 고도화해 인간 뇌를 모방한 AI를 개발한다는 계획도 담겼다. 정보통신기술(ICT) 기반으로 365일 24시간 무인으로 가동되는 농장, 양식장, 공장 등을 구현하고 식량고갈에 대비해 식사용 알약 등 미래 식량 기술도 확보한다. 미래에는 가상현실(VR)과 사람·기계·동물이 소통할 수 있는 뇌파 통신이 가능해질 거라는 전망도 나왔다. 우주·심해·극지 등 미지의 공간을 개척하기 위해서는 재사용 우주 발사체, 극지연구용 쇄빙선, 심해 유인 잠수정 등을 개발하고 극한환경에서 기초 연구를 진행해야 한다는 필요성도 제기됐다. 이런 도전과제들과 함께 미래를 대비하기 위한 과학기술 정책 방향 8가지도 마련했다. 정부는 과학기술계 인재가 역량을 최대한 발휘할 수 있게 평생학습체계를 구축하고, 실패 가능성이 크더라도 기술적 한계에 도전할 수 있도록 연구 환경을 조성한다. 또 기업의 연구개발(R&D)·규제·실증·사업화·해외 진출 등 전 과정을 지원한다. 유럽입자물리연구소(CERN) 등 세계 연구그룹과 국제 공동연구를 추진하고 국내 기관 해외 진출 등을 지원해 해외로 외연을 넓힐 구상도 담겼다. 과기정통부는 미래전략 2045를 알기 쉽게 설명한 홍보용 책자를 주요 국립과학관 등을 통해 국민에게 알리고 과학기술 기본 계획과 국가 R&D 중장기 투자 전략 등 5년 단위의 중단기 전략을 수립할 때 기본 지침으로 활용할 계획이다. "
2045년 미래 준비는 어떻게?…과학기술 미래전략 2045 확정,"국가과학기술자문회의는 26일 제12회 심의회의를 열어 2045년 한국의 모습을 전망하고 이를 실현하기 위한 과학기술 중장기 정책목표와 방향을 제시하는 '과학기술 미래전략 2045(안)'를 심의, 의결했다.  심의회의는 또 '제4차 국가 연구개발(R&D) 성과평가 기본계획(안)'을 의결하고, 비공개 보고 안건인 '2021년도 국가 R&D 사업 예산 배분ㆍ조정 변경 내역(안)'을 접수, 확정했다. 심의회의는 대통령이 의장을 맡고 5개 부처 장관과 청와대 과기보좌관(간사위원), 민간위원 등 18명으로 구성된 과학기술 정책 최고 심의기구다. 이날 회의는 염한웅 부의장(포스텍 교수) 주재로 영상으로 개최됐다. '과학기술 미래전략 2045'는 국가 과학기술 장기 전략으로 2045년 한국의 '미래상'을 설정하고, 과학기술이 해결해 나가야 할 '도전과제'와 과학기술 혁신역량을 지속해서 확충하기 위한 '중장기적 정책방향'을 도출했다.  과기정통부는 '미래전략 2045'를 알기 쉽게 설명한 홍보용 책자를 주요 국립과학관 등을 통해 배포해 국민들에게 알리고 과학기술 기본계획과 국가 R&D 중장기 투자전략 등 5년 단위의 중단기 전략·계획 수립 시 기본 지침서로 활용할 계획이다.  또 이날 회의에서는 국가 R&D 성과를 제고하는 효과적 성과평가체계 구축을 위해 5년마다 수립하는 '제4차 국가연구개발 성과평가 기본계획안(2021~2025)'도 확정됐다. 제4차 기본계획은 평가 부담을 완화하고 연구 성과를 높이기 위해 R&D 수행 주체가 당초 기획한 R&D 추진계획에 따라 스스로 평가-활용-공개하는 자율과 책임의 평가체계를 제시했다.  염한웅 부의장은 ""우리 사회가 과학기술을 통해 미래를 예측하고 다가올 급격한 변화와 위기에 선제적으로 대응하는 역량을 갖출 때가 됐다""며 ""오늘 의결된 미래전략 2045와 R&D 성과평가계획이 국민의 삶의 질을 높이는 미래의 창출과 이를 위한 과학기술 역량 강화의 초석이 되도록 최선을 다해 달라""고 당부했다."
"원자력안전위, 정기검사 한빛 2호기 재가동 승인","원자력안전위원회는 정기검사 중인 한빛 원자력발전소 2호기의 재가동(임계)을 승인했다고 26일 밝혔다. 원안위는 6월 3일부터 이 원전에서 86개 항목을 검사한 결과 원자로 운전이 가능하다고 판단했다. 정기검사 기간 격납건물 내부철판(CLP)을 절단한 결과 공극 3개소를 확인해 건전성 평가와 공극 보수를 마쳤다.  지난 정기검사에 이어 추가로 CLP 두께를 점검했지만, 기준치(5.4㎜) 이하 CLP는 발견되지 않았다. 증기발생기 전열관 검사에서는 관 막음 정비를 적절하게 수행했고, 이물질 검사 장비를 통해 발견한 증기발생기 내 이물질 1개를 제거했다. 원안위는 일본의 후쿠시마 원전 오염수 방출을 인지하기 위한 후속 대책 40개 항목 중 36건은 조치를 마쳤고 4건은 이행 중이며, 최근 3년간 사고·고장 사례 16건 중 12건은 완료하고 4건은 진행 중이라고 밝혔다. 원안위는 출력 상승시험 등 후속검사 9개를 진행한 뒤 검사를 마무리할 예정이다. "
충북도 다목적 방사광가속기 기업설명회 열어,"충북도는 26일 한국기초과학지원연구원 오창센터 대강당에서 '다목적 방사광가속기 기업설명회'를 유튜브 생중계 방식으로 열었다. 도는 당초 대면 설명회를 계획했으나 신종 코로나바이러스 감염증(코로나19) 재확산 우려가 커지면서 비대면 온라인 설명회로 변경했다. 방사광 가속기는 기초과학 연구와 신약·반도체 등 첨단산업 연구의 핵심장비이다. 과학기술정보통신부는 1조원의 사업비가 투입될 방사광가속기를 2027년까지 청주 오창에 구축, 2028년부터는 운영할 계획이다. 박해운 충북도 신성장산업국장은 ""이용자 중심의 연구환경을 조성하고 국내외 유수 연구기관과 다양한 협력사업을 발굴, 청주를 세계적인 방사광가속기 클러스터로 육성할 것""이라며 ""방사광가속기가 잘 활용될 수 있도록 기업체의 적극적인 협력을 요청한다""고 말했다. 도는 이날 도청 소회의실에서 이시종 지사 주재로 '다목적 방사광가속기 구축 지원 자문회의'를 열었다. 참석자들은 ""오창 방사광가속기가 세계 최고의 대형연구시설로 자리매김할 수 있도록 협조하겠다""고 의견을 모았다."
"KT, 중소ㆍ벤처 헬스케어, 스마트미러 AI서비스 개발 지원","KT는 인천창조경제혁신센터와 26일 서울 코엑스 스타트업브랜치에서 '스마트 X랩' 7기 참여기업과 협약식을 개최했다. 스마트 X랩은 2017년부터 KT가 후원하고 인천혁신센터가 주관하는 ICT 분야 창업 기업 사업화 프로그램이다.  7기 대상 기업은 의료헬스케어 분야 아이티아이테크놀로지, 스마트미러 분야 비엘티, 사진 및 위치기반 SNS 분야 헥사콘 등 3개사다.  선정된 기업은 KT로부터 4개월 동안 최대 3천만원의 사업자금을 지원받고 KT의 클라우드 AI 플랫폼 '기가지니 인사이드'를 활용해 사업 아이템을 발굴한다. KT는 ""스마트X랩 7기 기업들이 헬스케어, 스마트미러, SNS 소셜 앱 등에 기가지니 AI 기술을 적용하는 만큼 AI 생태계 확장에 도움을 받을 것""이라고 기대했다."
포항경제자유구역에 바이오·IT 8개 기업 공장 설립,"바이오·IT 분야 8개 회사가 경북 포항경제자유구역(포항융합기술산업지구)에 공장을 설립한다. 포항시는 26일 시청에서 바이오·IT·신소재 분야 8개 업체와 투자협약을 맺었다. 협약을 맺은 기업 가운데 에이엔폴리(대표 노상철), 원소프트다임(대표 이대호), 바이오컴(대표 류봉열)은 포항공대(포스텍)에서 연구소기업이나 벤처기업으로 출발했다. 이너센서(대표 강문식), 이브이에스(대표 이득진), 휴비즈아이씨티(대표 심희택)는 포항테크노파크에서 성장했고 아이언박스(대표 오상택)는 포항 국민안전로봇실증센터에서 성장한 기업이다. 화이바이오메드(대표 한세광)는 서울에 있는 기업이다. 8개 기업은 2024년까지 포항 북구 흥해읍 대련리·이인리 일원 포항융합기술지구 3만6천848㎡ 땅에 451억원을 투자해 공장을 지을 예정이다. 시는 협약을 맺은 기업 가운데 7개사가 포항에서 시작해 성장한 기업이라고 밝혔다. 이강덕 시장은 ""국내외 투자심리가 위축된 상황에서 포항융합기술산업지구 내 투자유치 협약은 큰 의미가 있다""며 ""지역에서 성장한 기업이 지역에 재투자하는 기업투자 선순환 구조를 보여줌으로써 투자 유치에 호재로 작용할 것으로 본다""고 설명했다."
"한·미 연구팀, 미래 순산소 연소 발전기술 공동연구","한국에너지기술연구원은 미국 국립에너지기술연구소(NETL)와 미래 에너지 기술인 '순산소 연소 발전' 기술 개발을 위한 공동연구개발협정(CRADA)을 했다고 26일 밝혔다.  공동연구개발협정은 연구기관, 대학, 기업 국가 간 공동 연구협정을 통해 기술 이전을 촉진하는 제도다.  미국 국립에너지기술연구소는 미 에너지부 산하 17개 국립연구소 중 하나로, 국가 에너지 안보 실현을 목표로 에너지 인프라 강화, 에너지산업 활성화 등 연구를 하고 있다. 두 기관은 협약을 통해 '순산소 연소 발전소' 모델링과 공정 최적화를 위한 연구를 진행할 계획이다. 공동으로 펀드를 매칭, 2년 동안 3억원을 투입한다. 순산소 연소 발전은 연료 연소 때 공기 대신 순수한 산소를 사용, 배기가스 내 이산화탄소 농도를 높여 손쉽게 이산화탄소를 포집할 수 있는 기술이다.  굴뚝으로 배출되는 배기가스량을 80%가량 줄여 대기오염물질 배출량을 획기적으로 줄일 수 있다.  에너지연은 NETL이 개발 중인 소프트웨어 'IDAES'를 이용, 순산소 연소 발전소의 공정을 최적화하기 위한 연구를 수행하게 된다.  이효진 에너지연 박사는 ""연구원은 국내 최초로 순산소 순환유동층 연소 기술을 적용한 2MWe(메가와트)급 실증 플랜트를 구축해 시운전하고 있다""며 ""두 기관의 뛰어난 연구 역량과 인력을 활용해 시너지를 낼 것""이라고 말했다."
"한국인공지능학회, 여수 학술대회 온라인으로 전환","한국인공지능학회는 27∼29일 전남 여수 한 호텔에서 열려던 하계 학술대회를 온라인으로 전환한다고 26일 밝혔다.  행사에는 한국과학기술원(KAIST)과 서울대, 연세대, 울산과학기술원(UNIST) 등에서 인공지능(AI) 분야 전문가 등 150여명이 참석해 최신 연구 동향을 소개하고 연구 성과를 발표할 예정이었다.  신종 코로나바이러스 감염증(코로나19) 확산에 따라 사회적 거리 두기가 2단계로 격상된 시국에 대규모 인원이 모이는 행사를 여는 것은 적절치 않다는 지적이 제기됐다.  학회 측은 코로나19 방역을 위해 세션별로 인원을 나눠 50명 미만 규모로 행사를 진행할 예정이었지만, 감염 우려가 지속해서 제기됨에 따라 오프라인 행사를 취소하기로 했다.  학회 관계자는 ""행사에 대한 시민들의 우려와 전남지역 확진자 증가 추세 등을 반영해 행사를 전면 온라인으로 전환해 운영키로 했다""고 말했다. "
